INDUSTRY,SUBSCRIPTION_FEE,JOB_ACTIVITY_2,JOB_ACTIVITY_3,JOB_ACTIVITY_4,JOB_ACTIVITY_1,JOB_ACTIVITY_5,PAYMENT_TYPE_1,PAYMENT_TYPE_2,PAYMENT_TYPE_3,PAYMENT_TYPE_4,PAYMENT_TYPE_5,COMPANY_SIZE
E,46,14,13,12,13,11,5007.32,0.0,0.0,300.0,542.12,B
C,46,1,151,113,2,108,22887.0,12655.0,0.0,0.0,10232.0,B
E,83,130,145,118,134,109,17702.2,0.0,0.0,818.75,1801.1,A
B,46,5,37,19,15,17,22193.85,2238.35,2238.35,0.0,19955.5,B
E,6,0,18,16,21,5,3836.9,0.0,0.0,320.0,3516.9,B
F,46,9,35,33,31,23,57141.71,12782.82,0.0,272.77,36236.22,A
E,33,14,53,51,60,6,38103.79,0.0,0.0,0.0,38103.79,B
B,46,6,54,25,63,6,2520.0,0.0,0.0,0.0,0.0,C
E,42,12,14,14,17,9,3165.75,907.5,907.5,355.0,1903.25,B
E,83,0,33,25,889,1,5494.31,174.2,0.0,280.9,2132.24,A
A,46,0,2,5,2,0,14467.2,0.0,0.0,0.0,14467.2,B
E,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,246,23,27,26,27,19,11611.52,0.0,0.0,0.0,6188.03,A
B,16,2,11,8,14,1,4373.0,1531.0,0.0,1440.0,1402.0,C
A,46,114,164,119,576,33,19865.0,0.0,0.0,180.0,1436.0,A
E,15,7,24,23,47,5,7912.82,185.82,185.82,4270.86,3456.14,C
B,46,2,6,7,5,3,1725.59,465.59,0.0,0.0,0.0,B
E,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,83,75,99,79,110,66,85444.96,46425.98,46425.98,1297.0,17193.98,A
E,16,1,39,36,44,35,6754.0,2379.0,1000.0,255.0,3455.0,B
C,46,3,21,12,20,12,4876.0,1175.0,0.0,0.0,3701.0,C
B,52,58,59,27,67,12,35381.04,0.0,0.0,0.0,4455.0,B
A,26,217,222,226,297,50,29563.0,8062.0,8062.0,900.0,19806.0,A
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,0,10,4,1,1,20301.44,5328.0,0.0,0.0,13063.44,A
C,51,33,47,39,52,18,26074.69,3656.61,0.0,5025.0,17393.08,B
C,83,51,88,60,68,37,129033.28,14842.14,14842.14,4499.74,90739.13,A
E,15,0,4,1,5,0,224.08,224.08,0.0,0.0,0.0,C
B,66,67,78,68,88,55,68381.73,16400.63,0.0,0.0,51656.1,A
D,16,11,17,20,0,16,2378.66,722.52,0.0,0.0,870.8,A
C,102,8,18,16,21,10,54606.04,26316.6,26316.6,0.0,8698.35,A
C,46,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
E,46,6,90,16,118,3,3429.97,0.0,0.0,720.0,1094.99,B
E,42,10,11,13,46,4,18153.88,9765.53,0.0,0.0,8063.35,B
E,46,1,7,3,5,2,646.87,408.2,0.0,0.0,238.67,C
C,46,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
A,83,159,184,148,75,16,22810.46,0.0,0.0,9138.23,13242.51,A
B,41,37,38,29,47,25,52425.35,7705.6,0.0,400.0,44061.0,B
E,30,0,17,22,1,1,9453.84,175.0,0.0,0.0,9278.84,B
B,21,0,1,1,1,0,225.0,0.0,0.0,0.0,225.0,B
F,6,0,2,2,1,1,1115.0,260.0,0.0,0.0,855.0,C
F,46,0,9,4,1,1,6745.0,6070.0,0.0,0.0,675.0,B
C,46,2,5,6,6,1,13855.52,2535.0,0.0,0.0,11320.52,B
A,46,0,155,176,140,167,23318.8,14886.4,0.0,400.0,8032.4,A
E,66,34,74,72,76,55,14132.13,9608.04,9608.04,493.62,4030.47,A
E,21,22,37,35,38,4,4562.25,267.0,0.0,2050.25,1365.0,C
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,83,455,689,570,668,235,146617.74,96910.83,0.0,6462.38,41394.33,A
C,77,11,65,61,77,26,63532.5,23723.0,13583.0,11075.0,22682.0,A
B,83,2,18,17,26,9,15205.7,4972.58,0.0,962.81,1043.91,B
D,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,23,4,7,7,4,7,821.85,821.85,0.0,0.0,0.0,C
B,46,0,0,0,0,0,10120.0,10120.0,0.0,0.0,0.0,B
B,46,23,27,18,31,17,4320.0,825.0,0.0,200.0,3295.0,B
D,33,0,37,99,22,31,14244.94,1022.84,0.0,65.0,13157.1,B
B,21,1,1,1,3,0,134.0,0.0,0.0,0.0,0.0,C
B,30,7,4,1,44,0,3828.0,0.0,0.0,0.0,0.0,B
B,46,2,6,6,3,2,1888.59,1888.59,1888.59,0.0,0.0,B
E,46,11,25,25,27,15,8316.16,1182.2,1182.2,979.0,6154.96,C
B,83,28,67,11,94,1,42182.49,0.0,0.0,0.0,32500.0,A
F,52,40,46,57,47,43,35945.71,9733.7,9826.25,820.1,21042.27,B
C,95,1,31,28,2,0,29847.2,2790.2,0.0,1895.0,21850.0,A
C,83,4,52,49,22,15,139734.79,9008.05,9063.94,115.97,123590.77,A
A,46,99,113,109,350,60,12381.35,5786.22,5786.22,5069.53,1260.6,A
B,44,68,369,187,419,183,126951.95,9405.82,0.0,0.0,111090.0,A
E,214,5,5,5,4,3,3311.97,359.97,0.0,0.0,2952.0,C
B,52,31,32,18,26,19,35228.34,19530.75,0.0,0.0,14526.49,B
B,52,8,17,14,12,11,23615.45,0.0,0.0,0.0,9550.86,B
B,78,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,62,23,80,21,31,7,3722.72,2005.52,0.0,0.0,1717.2,A
B,41,0,6,2,0,0,4283.25,283.25,0.0,4000.0,0.0,C
F,46,1,4,1,8,0,700.0,700.0,0.0,0.0,0.0,B
C,46,75,94,82,101,76,95468.99,84491.99,0.0,1747.0,8655.0,B
C,356,90,102,111,105,95,31921.98,9823.9,0.0,510.16,21587.92,B
B,101,3,2,1,4,0,80.0,0.0,0.0,80.0,0.0,B
C,23,0,8,8,4,7,4962.16,0.0,0.0,189.0,4773.16,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,23,36,38,34,40,28,7692.11,0.0,0.0,2645.65,3670.17,C
F,46,43,73,68,90,60,45512.85,15146.9,0.0,625.0,20800.95,A
B,46,21,24,16,25,9,13731.5,5714.5,0.0,0.0,8017.0,B
C,16,3,15,21,17,16,18078.2,9331.64,0.0,0.0,8746.56,C
B,46,0,49,55,0,0,41130.0,2725.0,0.0,10960.0,27445.0,C
E,46,8,8,9,6,4,3190.0,80.0,0.0,240.0,2870.0,C
E,111,70,139,152,120,118,66878.43,18018.13,0.0,2732.45,30274.94,B
F,46,10,24,19,26,19,8698.33,4922.58,2948.08,224.78,3550.97,B
D,46,0,0,0,0,0,180272.77,33014.0,0.0,0.0,147258.77,B
B,41,22,70,60,83,53,34349.28,7454.75,0.0,781.95,16340.33,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,8,26,58,39,559,19,7445.85,6788.77,6788.77,494.7,0.0,A
B,52,106,115,84,135,60,145181.3,0.0,0.0,271.2,94690.0,B
E,16,0,7,8,5,1,1835.3,0.0,0.0,314.14,1047.69,C
B,90,72,117,92,120,38,80949.5,3029.0,0.0,556.0,55092.0,B
A,23,22,28,27,137,4,3515.0,0.0,0.0,140.0,3095.0,C
C,46,154,165,128,190,73,35699.31,15696.35,0.0,652.73,19060.23,B
B,46,3,40,37,45,14,44740.07,0.0,0.0,0.0,44740.07,B
E,15,0,20,9,20,9,3616.05,0.0,0.0,0.0,3616.05,C
A,46,5,115,93,417,4,12509.77,130.0,0.0,4055.0,8185.0,A
B,52,28,37,27,34,25,29918.33,8006.04,0.0,2444.0,16925.22,A
B,54,85,87,49,85,23,21360.0,6720.0,0.0,445.0,13045.0,B
A,111,30,38,33,43,4,5990.0,3430.0,3770.0,440.0,1600.0,A
A,46,27,60,21,73,12,2364.5,1699.5,0.0,120.0,595.0,A
E,149,35,44,45,56,6,7832.0,2273.0,0.0,798.0,4379.0,B
B,52,4,5,4,5,2,1109.38,766.88,0.0,0.0,342.5,B
F,33,1,49,12,65,11,8497.1,5252.24,0.0,80.0,1529.71,A
A,21,0,6,6,5,5,1140.65,1140.65,1140.65,0.0,0.0,A
A,46,24,81,81,269,6,9107.5,1300.0,1300.0,590.0,3627.5,B
E,46,21,1,44,54,0,8646.49,0.0,0.0,1394.42,2428.1,B
C,87,3,56,56,8,40,58462.9,24303.74,0.0,0.0,34159.16,B
E,46,39,38,37,47,13,4694.23,3418.85,3418.85,1125.38,150.0,A
E,41,52,86,81,85,20,15188.37,7718.42,0.0,1379.2,5950.8,B
B,436,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,63,65,39,1745,17,5475.72,1847.87,0.0,1537.39,1499.39,B
C,16,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,C
C,46,0,20,16,0,0,25093.5,6057.0,0.0,0.0,19036.5,C
D,41,0,0,6,0,6,8672.32,1842.6,0.0,0.0,6829.72,B
C,178,31,33,31,43,14,18016.4,13164.3,0.0,887.0,3965.1,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,15,64,70,58,66,37426.8,5214.0,0.0,116.0,29305.8,A
B,41,3,35,19,13,18,2882.0,860.0,0.0,0.0,2022.0,B
F,16,0,2,2,0,0,405.0,0.0,0.0,405.0,0.0,B
C,23,0,26,22,0,0,30510.0,0.0,0.0,0.0,0.0,C
C,46,25,518,484,868,9,364079.57,14468.07,0.0,6277.93,3511.0,B
B,46,0,0,0,60,0,0.0,0.0,0.0,0.0,0.0,B
B,83,39,69,59,74,37,90120.51,0.0,0.0,2191.02,79410.93,B
E,21,5,12,13,14,6,2907.42,394.25,0.0,0.0,2275.97,C
E,81,26,36,39,37,26,24167.49,16359.8,0.0,0.0,7807.69,B
B,144,0,30,13,32,9,31001.8,16746.8,0.0,693.0,13562.0,B
C,46,111,170,127,176,10,107342.79,0.0,0.0,0.0,70435.28,B
F,49,12,32,31,28,13,29332.0,2450.0,800.0,0.0,21390.0,B
B,59,14,14,9,15,6,3674.5,2095.0,2095.0,0.0,1579.5,B
D,46,0,7,1,8,1,764.5,764.5,0.0,0.0,0.0,B
A,83,4,109,15,147,0,4821.65,0.0,0.0,0.0,919.43,A
F,46,2,11,16,7,7,23596.24,5199.25,0.0,0.0,18396.99,B
B,6,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,B
A,26,7,264,0,1148,0,0.0,0.0,0.0,0.0,0.0,A
B,52,21,86,18,87,13,54882.0,9502.52,0.0,4281.38,41098.1,B
B,21,6,13,11,15,9,3313.92,1933.5,0.0,85.0,1295.42,B
B,356,0,15,21,16,20,10384.0,5482.0,0.0,0.0,4655.0,B
C,52,22,32,28,33,7,14683.47,3710.88,0.0,2345.0,8627.59,A
E,50,54,69,66,70,41,20248.62,6109.83,0.0,1285.0,12853.79,A
C,26,0,12,11,9,7,1948.24,1481.24,0.0,0.0,467.0,B
A,46,41,107,0,140,0,0.0,0.0,0.0,0.0,0.0,A
B,46,11,44,17,41,5,13359.31,0.0,0.0,386.8,12822.51,B
E,61,6,7,8,5,6,2056.4,1792.4,0.0,0.0,264.0,B
C,41,19,19,22,21,13,7934.98,1228.85,0.0,670.0,6036.13,B
E,46,34,67,12,83,7,2966.75,1440.0,0.0,471.75,915.0,B
E,46,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,B
E,23,0,1,1,2,0,300.0,0.0,0.0,0.0,300.0,C
D,6,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,B
C,40,2,27,34,19,24,47524.91,7364.49,0.0,0.0,40160.42,B
E,16,0,5,5,5,1,2569.3,2271.4,0.0,0.0,297.9,C
D,298,56,63,65,70,44,14765.0,3065.0,0.0,1385.0,10315.0,B
B,24,61,88,31,118,24,52755.94,21587.43,0.0,105.56,31062.95,A
B,46,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,B
A,30,25,25,27,10,27,4347.75,3148.75,3148.75,0.0,1199.0,B
A,16,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,C
E,41,12,21,30,20,27,13199.51,2183.43,0.0,580.0,10436.08,B
C,83,42,52,58,59,5,79405.87,5118.07,0.0,3532.59,67080.21,B
E,12,44,51,57,53,51,11847.0,3619.5,3619.5,2008.0,5366.5,B
A,83,24,255,223,277,190,105365.27,90252.57,0.0,1346.0,926.0,A
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,16,0,4,0,3,0,0.0,0.0,0.0,0.0,0.0,C
C,150,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,B
A,46,6,21,16,23,11,3049.54,2516.14,0.0,0.0,0.0,A
A,46,13,31,11,922,0,1194.0,0.0,0.0,317.0,877.0,B
E,46,16,43,43,81,0,12338.55,1103.0,1103.0,1400.0,8355.55,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,90,15,133,98,141,58,62533.06,7077.31,0.0,1500.0,51686.25,B
B,46,12,28,26,32,13,9466.51,1687.5,0.0,20.01,7559.0,B
B,36,0,6,6,10,0,8987.99,516.99,0.0,0.0,8471.0,B
B,52,27,39,4,48,3,1745.5,1745.5,0.0,0.0,0.0,B
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
C,46,9,9,0,9,0,0.0,0.0,0.0,0.0,0.0,C
C,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,23,6,6,6,8,6,937.2,475.2,0.0,0.0,462.0,C
B,66,2,6,5,7,4,5054.83,230.83,0.0,0.0,4824.0,B
B,46,0,4,5,0,0,5858.44,5858.44,0.0,0.0,0.0,B
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,6,28,28,24,31,23,8705.0,1668.0,0.0,599.0,6438.0,C
A,62,75,115,23,193,15,5507.55,4262.55,0.0,0.0,75.0,A
B,61,6,38,59,43,40,26234.52,4882.17,0.0,0.0,20916.14,B
A,33,84,114,0,84,0,0.0,0.0,0.0,0.0,0.0,A
E,63,3,6,13,10,0,4808.0,2.0,0.0,40.0,4766.0,C
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,26,27,26,29,28,13,7391.09,1855.08,0.0,1015.57,3862.15,A
A,99,431,537,435,440,146,106044.05,16443.16,0.0,0.0,40822.21,A
B,66,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,16,0,43,42,0,0,12310.97,3815.69,3815.69,295.28,8200.0,C
D,52,19,279,0,1058,0,0.0,0.0,0.0,0.0,0.0,A
B,83,265,275,134,288,91,147733.0,67551.0,0.0,55.0,56521.0,A
C,66,72,88,45,96,39,24946.0,13971.0,0.0,965.0,10010.0,A
B,90,86,109,99,128,80,76014.59,20570.81,0.0,11510.0,39877.35,A
B,79,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,83,38,40,28,42,18,44122.89,9113.43,0.0,595.9,21027.51,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,16,0,30,32,37,30,14017.5,0.0,0.0,155.0,11022.5,C
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,6,0,5,7,6,0,4226.13,281.43,0.0,243.0,2230.2,C
A,46,16,18,11,16,6,3066.8,3066.8,0.0,0.0,0.0,B
C,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,46,1,2,15,1,1,9193.86,9193.86,9743.58,0.0,0.0,A
E,46,0,15,0,46,0,0.0,0.0,0.0,0.0,0.0,A
C,46,0,20,19,20,19,6082.0,4108.0,3008.0,145.0,1829.0,B
C,83,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,23,13,13,1,12,1,350.0,0.0,0.0,0.0,350.0,C
E,41,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,A
C,66,96,117,105,123,81,95895.83,52139.0,0.0,15394.35,20693.65,A
B,49,2,15,15,16,4,20958.0,500.0,0.0,89.0,15709.0,B
A,23,0,11,162,0,0,44524.72,175.0,0.0,0.0,44349.72,C
B,48,45,69,14,102,1,8648.31,0.0,0.0,0.0,298.0,A
A,16,20,23,23,34,4,3750.15,0.0,0.0,3105.0,595.15,B
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,52,185,207,229,541,12,27815.0,1980.0,0.0,520.0,7530.0,A
A,46,0,9,0,3336,0,0.0,0.0,0.0,0.0,0.0,A
A,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,83,8,235,241,576,86,28830.97,7477.2,0.0,614.0,20739.77,A
C,128,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,1,17,19,7,4,25292.8,6523.0,0.0,1425.0,14074.0,A
E,16,0,5,1,0,0,644.71,0.0,0.0,0.0,644.71,B
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,90,8,8,31,46,1,67943.57,2310.05,2310.05,6993.0,58640.52,A
B,52,2,14,15,15,10,19088.0,14763.0,14763.0,450.0,3875.0,B
C,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,0,52,77,2,14,89426.05,20611.05,20611.05,395.0,67870.43,B
F,246,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,21,42,46,39,44,11,7603.51,740.0,740.0,1550.0,5313.51,C
B,23,17,21,16,20,1,20861.0,2333.0,0.0,209.0,14631.0,B
B,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,68,89,74,104,72,40760.84,18192.35,0.0,1172.0,21220.49,B
A,46,112,318,311,253,31,43281.0,20962.5,21087.5,1470.0,20848.5,A
C,33,0,4,5,4,5,1456.0,0.0,0.0,0.0,749.0,B
A,30,33,82,0,115,0,0.0,0.0,0.0,0.0,0.0,A
E,41,2,1,2,3,0,185.0,185.0,185.0,0.0,0.0,C
B,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,23,24,19,18,31,16,1869.51,532.15,532.15,937.44,399.92,C
F,53,16,25,27,24,23,8937.81,1069.27,1069.27,70.0,7404.64,B
E,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,79,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,83,10,108,80,112,78,79843.42,43676.63,0.0,0.0,36166.79,B
F,46,36,131,31,209,5,29058.04,4168.88,4168.88,0.0,19442.8,B
B,52,5,7,4,8,1,2039.66,0.0,0.0,0.0,2039.66,B
B,16,2,4,6,4,3,804.26,104.0,0.0,0.0,465.0,C
A,23,0,24,16,9,3,2009.25,2009.25,0.0,0.0,0.0,C
B,41,0,7,14,4,11,72354.09,375.0,0.0,160.0,71819.09,B
A,26,0,5,14,61,0,2400.0,1166.0,0.0,130.0,1104.0,A
B,46,0,2,4,0,0,18440.0,320.0,0.0,0.0,18120.0,B
B,41,0,0,4,1,1,455.18,249.8,0.0,0.0,205.38,C
C,83,118,177,185,192,112,210590.99,38219.63,0.0,0.0,172371.36,A
B,46,0,13,19,0,0,21634.4,3108.0,0.0,5175.0,13351.4,C
F,100,136,253,122,281,103,117378.48,19553.84,24602.84,565.0,97259.64,A
E,237,29,33,34,34,2,6212.67,1583.5,0.0,763.2,3865.97,C
B,59,23,54,17,62,9,41720.62,31107.28,0.0,0.0,10613.34,B
E,246,0,17,14,25,3,5152.8,1568.8,1568.8,0.0,3434.0,C
E,62,0,1,0,23,0,1280.0,0.0,0.0,700.0,580.0,C
F,33,24,30,27,32,13,10600.27,2753.57,0.0,498.75,7347.95,C
B,41,1,3,1,1,0,600.0,0.0,0.0,0.0,600.0,B
A,46,101,150,213,74,125,25775.25,8080.25,0.0,505.0,12695.0,A
D,16,0,3,2,0,0,2032.5,882.5,0.0,0.0,1150.0,C
D,46,0,5,5,0,0,1777.07,1577.07,1577.07,200.0,0.0,B
E,6,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,A
A,50,12,14,9,18,3,2060.95,1448.59,1448.59,612.36,0.0,A
E,16,60,72,64,80,19,10834.65,7841.65,7841.65,2054.0,939.0,B
E,46,0,2,4,4,3,3895.0,245.0,0.0,0.0,3650.0,B
D,46,2,8,8,5,4,34209.1,0.0,0.0,0.0,0.0,B
B,49,1,2,1,3,1,289.0,0.0,0.0,0.0,289.0,C
E,15,4,6,8,5,2,1528.23,465.01,0.0,129.98,833.24,C
F,22,3,4,0,8,0,0.0,0.0,0.0,0.0,0.0,B
B,33,0,2,4,2,0,11716.0,169.0,0.0,0.0,11547.0,B
E,33,0,22,19,25,16,4404.0,1589.0,0.0,200.0,2615.0,C
E,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,16,0,21,23,20,18,12632.79,5161.94,0.0,932.29,6538.56,C
C,112,87,179,152,196,36,91313.0,47587.0,0.0,10019.0,33707.0,A
B,75,0,14,6,11,3,1908.73,0.0,0.0,321.0,1491.48,A
C,716,136,335,393,386,351,286808.87,34917.23,0.0,311.94,235708.0,A
E,25,5,10,10,8,8,4918.62,594.0,0.0,0.0,3664.62,C
D,46,89,89,50,70,2,15635.0,250.0,0.0,0.0,15385.0,B
F,30,16,62,46,66,38,81939.88,4106.02,0.0,2600.0,75233.86,A
A,23,0,6,8,0,0,3069.71,1396.34,0.0,0.0,735.0,C
F,52,21,61,35,80,31,41784.17,550.0,0.0,0.0,41234.17,B
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
D,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
C,46,0,13,14,2,0,20475.0,775.0,0.0,0.0,19700.0,B
E,39,2,7,7,6,3,1277.0,330.0,0.0,179.0,609.0,C
C,83,215,270,5,262,3,1204.24,1204.24,0.0,0.0,0.0,A
B,26,0,12,7,0,0,21130.0,7530.0,7530.0,0.0,0.0,C
E,24,17,34,31,42,11,5184.57,982.28,982.28,1367.49,1876.5,C
B,45,0,6,8,0,10,2963.7,1199.82,0.0,0.0,1636.25,B
C,54,22,26,26,31,20,12282.29,8854.5,8854.5,0.0,1929.0,B
D,184,2,41,224,7,159,110620.58,15268.86,0.0,0.0,94394.57,B
A,46,3,62,61,121,1,6507.0,125.0,0.0,0.0,5085.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
D,46,7,8,2,6,0,4236.13,0.0,0.0,0.0,1386.13,B
C,7,2,11,11,11,5,6537.7,2174.45,1724.45,400.0,2273.25,C
A,46,0,15,8,19,7,6206.71,1368.88,0.0,0.0,4837.83,B
B,46,26,26,17,35,15,26755.6,6293.55,6293.55,0.0,10462.05,B
F,46,17,121,189,129,4,53517.9,0.0,0.0,132.5,50325.35,A
E,46,18,37,29,64,14,95610.7,4130.07,4130.07,1351.72,90128.91,B
A,23,27,29,27,10,4,3662.16,0.0,0.0,620.0,1240.0,C
E,48,164,177,173,158,22,33247.28,19272.55,0.0,2863.06,11111.67,A
D,6,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,33,0,101,97,103,43,59604.09,0.0,0.0,0.0,46197.73,B
B,48,30,40,21,45,20,10331.25,2530.0,0.0,535.0,2350.0,B
A,83,80,197,166,680,67,30323.67,10469.14,10469.14,2220.0,15801.68,A
E,46,0,146,105,172,98,21305.0,0.0,0.0,0.0,21305.0,B
F,46,0,11,10,3,0,5675.0,1525.0,0.0,0.0,4150.0,C
E,120,99,117,102,116,2,15707.55,6985.55,0.0,1531.0,7092.0,B
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,30,102,172,152,165,94,48184.86,31133.8,0.0,8558.92,8492.14,B
B,46,9,15,12,15,3,9275.52,4738.77,4738.77,65.0,4471.75,B
B,46,0,21,19,21,20,16782.0,0.0,0.0,8863.0,679.0,C
B,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,356,41,63,41,63,24,89869.84,1224.38,0.0,151.2,78796.76,A
E,46,1,5,2,5,2,568.31,0.0,0.0,135.31,433.0,B
E,46,1,32,31,32,1,6475.0,0.0,0.0,940.0,3705.0,C
F,46,3,34,27,26,19,24144.82,687.57,0.0,0.0,23457.25,B
B,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,33,120,144,53,185,9,8970.0,7535.0,0.0,0.0,220.0,A
B,52,2,7,3,8,2,613.28,613.28,0.0,0.0,0.0,B
B,83,63,242,283,239,119,193860.65,61320.5,0.0,4732.0,80817.15,A
E,23,0,4,5,5,0,1380.0,1065.0,0.0,315.0,0.0,C
B,280,1,7,7,8,7,4539.0,1866.0,0.0,309.0,2364.0,B
F,16,0,14,21,14,14,5627.92,0.0,0.0,1100.0,4527.92,C
E,13,1,24,23,27,11,4100.0,1665.0,1665.0,1010.0,1425.0,C
A,59,324,376,309,743,185,58496.98,14181.43,0.0,2610.5,5332.47,A
B,48,10,17,10,48,0,20317.1,0.0,0.0,150.0,9185.0,B
B,41,7,42,31,40,25,49031.5,15123.5,0.0,6066.0,26878.0,C
E,16,8,9,8,18,0,3671.4,0.0,0.0,740.0,650.0,C
B,40,4,7,7,6,1,2341.15,112.84,0.0,0.0,744.76,B
B,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,6,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
B,16,0,0,4,0,0,82030.0,0.0,0.0,16650.0,65380.0,A
C,26,63,94,87,106,57,54748.65,29958.65,29958.65,300.0,5235.0,A
E,23,15,19,19,21,3,4011.95,1081.95,0.0,430.0,2500.0,B
C,30,18,46,49,23,22,27165.68,4948.55,0.0,3298.74,18568.39,B
D,16,0,16,11,0,0,2920.0,0.0,0.0,0.0,1355.0,C
E,56,38,52,51,65,48,7261.15,2805.22,3025.22,1426.0,2929.93,C
E,30,31,44,4,51,4,950.0,0.0,0.0,0.0,950.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,46,17,17,16,23,13,4087.49,2026.25,0.0,254.15,1414.48,C
E,52,24,189,156,192,139,56439.3,13189.55,0.0,3403.06,39846.69,B
B,16,0,8,8,10,5,5725.89,380.5,0.0,0.0,5345.39,C
B,58,13,16,0,22,0,0.0,0.0,0.0,0.0,0.0,B
A,46,1,1,1,6,0,250.0,250.0,0.0,0.0,0.0,B
B,52,14,73,0,103,0,0.0,0.0,0.0,0.0,0.0,B
B,33,37,68,22,45,10,16494.0,1056.0,0.0,0.0,13809.0,B
C,46,39,96,86,140,78,22878.0,15598.0,15598.0,925.0,1680.0,B
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,15,32,35,31,37,20,8737.75,3269.33,0.0,4315.82,994.4,C
D,16,0,4,11,0,0,4525.0,385.0,0.0,0.0,4140.0,C
E,16,2,4,4,11,2,2683.0,2388.0,0.0,0.0,295.0,C
C,16,5,11,10,15,8,12102.46,7286.9,0.0,1437.53,3378.03,C
A,6,0,13,11,17,0,1060.0,0.0,0.0,640.0,420.0,C
C,82,63,80,82,82,52,109485.21,9062.05,0.0,1042.0,52584.16,A
F,33,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,A
B,90,54,57,42,68,40,17177.85,13575.3,0.0,1066.0,2536.55,A
C,90,2,22,9,28,2,1830.6,1.13,0.0,1181.98,224.87,A
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,46,4,48,25,22,9,13087.44,9833.6,9319.6,632.75,2621.09,A
F,46,9,11,0,12,0,0.0,0.0,0.0,0.0,0.0,B
E,6,31,32,37,27,9,8746.41,1540.21,0.0,1455.0,5751.2,C
E,91,0,4,7,0,0,1348.85,673.85,0.0,80.0,595.0,C
